ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
388,Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia","GRC, MKD",Severely endangered,5000,41.1042,22.2025,"the Meglen (Μογλενά) region where the Vardar (Axios) River crosses the border between the FYROM and Greece; original villages Umă (Huma) in the FYROM, and Ľumniţă (Σκρά), Cupă (Κούπα), Oşiń (Άρχάγγελος), Birislăv (Περίκλεα), Lunḑiń (Λαγκαδιά), Ţărnareca (Κάρπι) and Nănti, Nǫnti (Νότια) in Greece; many have left the original area; further émigré communities in Romania and Turkey"
1094,Miji,India,IND,Definitely endangered,5000,27.3351,92.5735,"Arunachal Pradesh, West Kameng Dt., mostly Bichom and Pakesa river valleys"
2413,Mo'ang (China),China,CHN,Definitely endangered,5000,23.8421,103.9116,
2243,Mo'ang (Viet Nam),Viet Nam,VNM,Definitely endangered,5000,22.7833,105.3666,
1349,Molise Croatian,Italy,ITA,Severely endangered,5000,41.8787,14.7065,"the villages of Montemitro (Mundimitar), San Felice del Molise (Filić, or Stifilić), and Acquaviva Collecroce (Kruč, or Živa voda) in Campobasso Province in southern Molise; large émigré communities e.g. in Australia; an outlying dialect of Serbo-Croat not listed separately by the SIL"
2454,Moroccan Judeo-Arabic (Morocco),Morocco,MAR,Severely endangered,5000,34.0435,-5.0097,Féz and other urban centres
2436,Namuyi,China,CHN,Vulnerable,5000,28.0727,101.9565,
2313,Padoe,Indonesia,IDN,Vulnerable,5000,-2.6467,121.2615,Sulawesi
307,Patamona (Guyana),Guyana,GUY,Vulnerable,5000,4.5873,-59.8095,Upland Savannah in the Pakaraima mountains
1193,Pu,India,IND,Critically endangered,5000,8.2549,93.1022,Car Nicobar Island
310,Pume,Venezuela (Bolivarian Republic of),VEN,Definitely endangered,5000,6.7518,-68.247,
1103,Singpho,India,IND,Definitely endangered,5000,27.5569,96.7456,"Arunachal Pradesh, Changlang Dt."
1216,Turi,India,IND,Definitely endangered,5000,21.8411,87.2973,"West Bengal,
mostly in Jharkhand, Ranchi, Gumla and Lohardaga districts; other speakers in Chhattisgarh, Raigarh Dt. ; Orissa, Sambalpur and Sundargarh districts; West Bengal, Birbhum, Nadia, Murshidabad and Bankura districts.

."
1063,Udi (Azerbaijan),Azerbaijan,AZE,Severely endangered,5000,41.0689,47.4609,"the villages of Vartashen (Vardashen, currently Oguz) in Vartashen County and Nij (Niç) in Kutkashen (currently Qabala) County, recently also in Sheki (Šäki) County and part of Zakatali County; most speakers have emigrated to the Russian Federation"
1979,Yecuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,5000,4.8501,-64.5117,"Upper Ventuari, Upper Caura, in the states of Bolívar and Amazonas (Venezuela). Also in Brazil."
1125,Jirel,Nepal,NPL,Definitely endangered,4919,27.6419,86.2123,Dolakha district
468,Dolgan,Russian Federation,RUS,Definitely endangered,4865,71.3851,97.3388,Dudinka and Khatanga counties in former Taymyr (Dolgan and Nenets) Autonomous District; Anabar County in the Republic of Sakha (Yakutia); an outlying dialect of Yakut
2057,Romani (Colombia),Colombia,COL,Vulnerable,4858,,,"Se ubican en los departamentos de Atlántico y Bolivar en la costa caribe, Norte de Santander y Santander en la frontera colombo-venezolana, en Bogotá D.C. y en el suroccidente de Colombia en los departamentos de Valle del Cauca y Nariño"
1160,Tsum,Nepal,NPL,Definitely endangered,4786,28.4723,85.008,banks of Shar river
993,Northern Tlapanec,Mexico,MEX,Vulnerable,4771,17.4203,-98.7814,"Municipality of Zapotitlán Tablas, state of Guerrero"
2028,Taroko,China,CHN,Vulnerable,4750,24.0916,121.5218,Taiwan Province
151,Kivallirmiutut,Canada,CAN,Vulnerable,4675,61.0982,-94.1201,Spread over 5 communities in Canada
1283,Puebla Mazatec,Mexico,MEX,Vulnerable,4660,18.476,-96.8351,"Municipalities of San Sebastián Tlacotepec, Coyomepan, San Lorenzo Cuaunecuiltitla, and Santa Ana Ateixtlahuaca in the state of Puebla"
954,Zapotec of Petapa,Mexico,MEX,Definitely endangered,4613,16.8333,-95.1166,"Locality of Santa María Petapa, state of Oaxaca"
1086,Dungmali,Nepal,NPL,Definitely endangered,4609,27.1874,87.1902,northeastern Bhojpur district
1427,Saryg Yugur,China,CHN,Severely endangered,4600,39.2747,98.8439,the western parts of Sunan Yughur Autonomous County of Gansu Province
2373,Qikiqtaaluk uannangani,Canada,CAN,Vulnerable,4550,69.3878,-81.615,Spread over 8 communities in Canada
1689,Afitti,Sudan,SDN,Severely endangered,4512,12.4419,30.7534,
748,Nomatsiguenga,Peru,PER,Severely endangered,4500,-11.3292,-74.3664,"Departamento de  Junín, prov. de  Satipo, distrito de  Pangoa"
308,Piapoko,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,4500,4.0396,-68.0712,
713,Tokelauan,Tokelau,TKL,Severely endangered,4500,-9.1699,-171.8206,Tokelau and New Zealand
2326,Wotu,Indonesia,IDN,Vulnerable,4500,-2.6303,120.888,Sulawesi
1111,Wambule,Nepal,NPL,Vulnerable,4471,27.1746,86.4363,"Okhalḍhuṅgā, Khoṭāṅ and Udaypur districts, around the conﬂuence of the Dūdhkosī and Sunkosī rivers."
688,Southern East Cree,Canada,CAN,Vulnerable,4455,50.587,-73.6365,Spread over 4 communities in Canada
1673,Arbore,Ethiopia,ETH,Definitely endangered,4441,5.069,36.892,
58,Ebang,Sudan,SDN,Severely endangered,4412,11.313,30.5886,
1327,Tafi,Ghana,GHA,Vulnerable,4400,6.73,0.4421,
1101,Puma,Nepal,NPL,Severely endangered,4310,26.9692,86.9004,Khoṭāṅ district
1742,Gyele,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,4280,2.2241,9.8986,
1744,Bwisi,"Congo, Gabon","COG, GAB",Definitely endangered,4248,-3.5572,11.4477,
267,Eastern Montagnais,Canada,CAN,Vulnerable,4180,50.2136,-66.193,Spread over 6 communities in Canada
1545,Atikamekw,Canada,CAN,Vulnerable,4155,47.2104,-74.3827,Spread over 3 communities in Canada
906,Western Zoque,Mexico,MEX,Vulnerable,4100,16.9063,-91.7333,"Municipalities of San Miguel Chimalapas, Santa María Chimalapas, state of Oaxaca"
878,Acoma-Laguna,United States of America,USA,Definitely endangered,4000,34.8964,-107.5816,"Spoken in Acoma and Laguna pueblos in northwestern New Mexico, west of Albuquerque. (Laguna is at Lat. N 35/93/14.97, Long. W 107/19/45.57.)"
1097,Aka,"India, Sudan","IND, SDN",Definitely endangered,4000,27.1666,92.6312,Bichom valley in West Kameng Dt
1313,Baga Manduri,Guinea,GIN,Definitely endangered,4000,10.0986,-14.0405,
13,Baga Sitemu,Guinea,GIN,Severely endangered,4000,10.1094,-14.1586,
1044,Botlikh,Russian Federation,RUS,Definitely endangered,4000,42.6602,46.2222,the villages of Botlikh and Miarsu in Botlikh County in the Republic of Daghestan
1181,Bunan,India,IND,Definitely endangered,4000,32.7503,76.2451,
749,Cashinahua (Peru),Peru,PER,Definitely endangered,4000,-10.3581,-71.5869,"Departamento de Ucayali, Provincia de Purús; cuenca de los río Curanja y Purús. Aldea de Puerto Rey, entre otras."
581,Cha'palaa,Ecuador,ECU,Definitely endangered,4000,0.9386,-79.0055,"Northwestern coastal jungle of Ecuador in the province of Esmeraldas along the Cayapas River and its tributaries (Onzole, Canandé, Sucio, Cojimíes, and others), in the counties of San Lorenzo, Eloy
Alfaro, Río Verde and Muisne."
459,Evenki (Manchuria),China,CHN,Severely endangered,4000,50.34,123.43,"in China, four dialects of Evenki are officially classified under ‘Orochen’ (Oroqen) nationality: speakers of Orochen proper live scattered around Oroqen Autonomous Banner in Hulun Buir League in northeastern Inner Mongolia; the speakers of the other dialects live along the Amur basin in northwestern Heilongjiang Province: Kumarchen (or Manegir) in the Kumara basin on the upper Amur, Selpechen in the Fa and Selpe basins on the middle Amur, and Birarchen (or Birar) in the Xun and Zhan basins; two recent immigrant groups of Evenki speakers from Russia belong to the official ‘Evenki’ (Ewenke) nationality: the Manchurian Reindeer Tungus (‘Yakut Ewenke’) in Chen Barag Banner in Hulun Buir League in Inner Mongolia, and the Khamnigan (Tungus Ewenke) in Chen Baerhu Banner in Hulun Buir League"
523,Gazhuo,China,CHN,Definitely endangered,4000,24.0959,102.5463,
1047,Godoberi,Russian Federation,RUS,Definitely endangered,4000,42.643,46.1027,the large village of Godoberi and two small villages Zibirkhali and Beledi in Botlikh County in the Republic of Daghestan
670,"Kari'ña (Guyana, Suriname)","Guyana, Suriname","GUY, SUR",Severely endangered,4000,6.8828,-60.2929,"Guyana Northwest District. Coastal area of Suriname, on the Coppename, Saramacca, Suriname, and Marowijne rivers. "
2174,Lishan Didan (Israel),Israel,ISR,Severely endangered,4000,32.0383,34.7827,"All over the country, especially areas of Tel Aviv and Jerusalem"
2233,Maleng,Lao People's Democratic Republic,LAO,Definitely endangered,4000,18.0166,105,
2312,Napu,Indonesia,IDN,Vulnerable,4000,-1.2882,120.2536,Sulawesi
2316,Rahambuu,Indonesia,IDN,Vulnerable,4000,-3.1898,121.0858,Sulawesi
1127,Shingsaba,"China, Nepal","CHN, NPL",Vulnerable,4000,27.7163,87.4731,Sankhuvā Sabhā district as far as the Tibetan border
1431,Sinkiang Dagur,China,CHN,Definitely endangered,4000,46.7737,83.0017,Tacheng Prefecture in Xinjiang Uygur Autonomous Region; an outlying dialect of Dagur not listed separately by the SIL
1441,Taa,Botswana,BWA,Definitely endangered,4000,-24.1367,20.1049,"Pointer at centre of settlment area, Botswana (3500?) and Namibia (500)."
54,Tennet,Sudan,SDN,Vulnerable,4000,4.8611,33.2226,"Lopit Hills, northeast of Torit, 5 villages"
1920,Wapishana (Brazil),Brazil,BRA,Definitely endangered,4000,2.8113,-61.2377,
1908,Yagua,Peru,PER,Definitely endangered,4000,-3.3598,-72.3779,
1932,Yanomám,Brazil,BRA,Vulnerable,4000,3.3818,-63.8085,
1981,Yanomami (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,4000,2.5918,-64.7314,"Southeastern part of the state of Amazonas (sources of the Orinoco, Sierra de Parima), straddling the border with Brazil. Many more Yanomami live in Brazil."
2404,Younuo Bunu,China,CHN,Definitely endangered,4000,25.1463,106.5405,
717,Zenaga (Mauritania),Mauritania,MRT,Severely endangered,4000,17.3086,-13.0078,"Berber is spoken in the Trarza region, mainly in the vicinity of Rkiz but also Boutilimit  and Mederdra and near the border with Senegal."
1551,Baghati,India,IND,Critically endangered,3976,31.194,77.0471,"Himachal Pradesh, northwest of Nahan and the Sirmauri area"
1552,Bharmauri,India,IND,Definitely endangered,3976,32.4912,76.8383,Himachal Pradesh
1832,Uspantek,Guatemala,GTM,Vulnerable,3971,15.3475,-90.8684,Uspantán
2196,Khang Quang Lam,Viet Nam,VNM,Severely endangered,3921,22.0333,102.6666,
1323,Konni,Ghana,GHA,Vulnerable,3800,10.3311,-1.6973,
1727,Tocho,Sudan,SDN,Severely endangered,3800,10.8764,30.1135,
976,Mixtec of the Puebla-Oaxaca border,Mexico,MEX,Definitely endangered,3791,18.1333,-97.6833,"Municipality of Santiago Chazumba, state of Oaxaca"
1158,Nupri,Nepal,NPL,Definitely endangered,3776,28.6384,84.6079,"Gorkhā district, in and around the Larkya valley"
1926,Ayoreo,Bolivia (Plurinational State of),BOL,Definitely endangered,3700,-18.719,-59.6228,
543,Moyon,India,IND,Definitely endangered,3700,24.4171,94.378,"Manipur State, Chandel Dt.
"
2415,Utsat,China,CHN,Definitely endangered,3700,18.2727,109.3871,
85,Nayi,Ethiopia,ETH,Vulnerable,3656,7.2698,36.1724,
2690,Mussau-Emira,Papua New Guinea,PNG,Definitely endangered,3651,-1.4774,149.6392,"Mussau and St Matthias Islands, New Ireland Province"
1737,Narim,Sudan,SDN,Definitely endangered,3623,4.9048,34.2224,
1834,Garífuna (Guatemala),Guatemala,GTM,Vulnerable,3564,15.8268,-88.7506,"Livingston, Puerto Barrios"
1099,Nachiring,Nepal,NPL,Severely endangered,3553,27.4144,86.7521,Khoṭāṅ district
1269,Eastern Popoloc,Mexico,MEX,Vulnerable,3544,18.3322,-97.3471,"Seven municipalities in the state of Puebla, among them: San Gabriel Chilac, San Vicente Coyotepec, , Tepexi de Rodríguez, Zapotitlán Salinas, and San José Tepanco"
1716,Nding,Sudan,SDN,Critically endangered,3513,10.4121,30.6024,
2218,Anung (Myanmar),Myanmar,MMR,Severely endangered,3500,27.2,98.6333,
578,Camsá,Colombia,COL,Definitely endangered,3500,0.8788,-76.7724,"Sibundoy valley (department of Putumayo), Colombia"
883,Crow,United States of America,USA,Definitely endangered,3500,45.5963,-107.4613,"On the Crow Reservation in southeastern Montana (in the towns of Crow Agency, Lodge Grass, Pryor, Wyola and St. Xavier) and in adjacent off-reservation  communities.  "
554,Sak (Myanmar),Myanmar,MMR,Vulnerable,3500,21.2333,93.0761,
1720,Shwai,Sudan,SDN,Critically endangered,3500,11.3184,30.4156,"Shwai Hills, northwest of Otoro near Heiban-Kadugli road."
2576,Wano,Indonesia,IDN,Definitely endangered,3500,-3.5463,137.9058,Irian Jaya
2365,Northwestern Ojibwe,Canada,CAN,Vulnerable,3465,52.0016,-95.4274,Spread over 18 communities in Canada
1393,Bakpinka,Nigeria,NGA,Critically endangered,3416,5.3644,8.2397,
1736,Morokodo,Sudan,SDN,Severely endangered,3400,6.0313,29.7949,
1271,Eloxochitlán Mazatec,Mexico,MEX,Vulnerable,3384,18.1754,-96.8765,"Municipality of Eloxochitlán de Flores Magón, state of Oaxaca"
1311,Menik,Senegal,SEN,Definitely endangered,3375,12.7528,-12.2717,
1899,Teribe (Panama),Panama,PAN,Definitely endangered,3305,9.4472,-82.5166,Teribe and Changuinola rivers area in northwestern Panama
1725,Tima,Sudan,SDN,Severely endangered,3305,11.7033,29.1934,
1679,Mursi,Ethiopia,ETH,Vulnerable,3278,5.5831,36.5075,
2315,Pendau,Indonesia,IDN,Vulnerable,3200,0.1922,120.0091,"Middle and inner hill areas of the central part of the narrow neck which links the bulk of Sulawesi with its northeastern peninsula, Sulawesi"
1285,Ayautla Mazatec,Mexico,MEX,Vulnerable,3192,18.019,-96.7441,"Municipality of San Bartolomé Ayautla, Oaxaca"
1752,Yucatec,Belize,BLZ,Definitely endangered,3155,17.0922,-89.1221,"Cayo, San Antonio, San José Succotz, Orange Walk, Corozal"
908,Sayultec,Mexico,MEX,Definitely endangered,3150,17.8816,-94.9597,Sayula de Alemán in the state of Veracruz
991,Eastern Tlapanec,Mexico,MEX,Vulnerable,3088,17.8135,-98.604,"Municipality of Atlamajalcingo del Monte, state of Guerrero"
1052,Juhur (Caucasus),"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,3016,42.0044,48.2409,"in the Russian Federation, mainly the town of Derbend and surrounding rural areas in the Republic of Daghestan, but also other towns in Daghestan such as Makhachkala, Majalis, Pyatigorsk and Buynaksk; elsewhere in northern Caucasus, in particular in Nal’chik in the Kabard-Balkar Republic and, until recently, in Groznyy in the Republic of Chechenia; in Azerbaijan, mainly the villages of Krasnaya Sloboda in Kuba (Quba) region and Vartashen (Vardashen, currently Oguz) in Vartashen (Vardashen) region; most speakers now live in Israel"
5,Awjila,Libyan Arab Jamahiriya,LBY,Severely endangered,3000,26.6278,24.5214,"Awjila is spoken in the Oasis of Awjila form which it derives its name.It is also spoken in Cyrenaica, eastern Libya, "
2274,Baleasang,Indonesia,IDN,Definitely endangered,3000,-0.0494,119.685,"Sulawesi, Indonesia"
1743,Benga,"Gabon, Equatorial Guinea","GAB, GNQ",Definitely endangered,3000,0.9997,9.8657,
2276,Besoa,Indonesia,IDN,Vulnerable,3000,-1.7163,120.4211,"Sulawesi, Indonesia"
99,Boni,Kenya,KEN,Definitely endangered,3000,-0.8294,40.8142,Somalia-Kenyan border area. 
1664,Bonjo,Congo,COG,Severely endangered,3000,1.7712,17.9598,
2484,Brokshat,India,IND,Definitely endangered,3000,34.6478,76.4978,"Ladakh and Kargil districts, northern Kashmir"
1045,Budukh,Azerbaijan,AZE,Severely endangered,3000,41.1207,48.3233,the village of Budukh and the expatriate communities of Deli-Kaya and Pirusti in Kuba (Quba) County
76,Dahaalik,Eritrea,ERI,Critically endangered,3000,15.6917,40.0671,"Dahalik is spoken on three islands : 1)  Dahlak Kebir/ Dahlak 'Abi  (villages of Dahlak Kebir, Jimhile, Dasqo-Melil,  Durubbishet, Dub'ullu, Sal'et) - 2) Nora (Nora 'Abay and Salihet) - 3) Dehil (village of 'Ad)"
686,East Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,3000,65.6061,-37.6858,Ammassalik and Scoresbysund on the east coast of Greenland
676,Eastern Khanty,Russian Federation,RUS,Definitely endangered,3000,61.2491,74.5092,"the western and eastern tributaries to the middle Ob’, from the Vas’yugan to the Pim, mainly in Nefteyugansk, Surgut and Nizhnevartovsk counties in Khanty-Mansi Autonomous District and the adjacent parts of Tomsk Province"
25,Fyem,Nigeria,NGA,Severely endangered,3000,9.6332,8.8632,
1209,Geta?,India,IND,Severely endangered,3000,18.2293,82.727,"Orissa, Koraput, and Malkangiri districts, "
1382,Gura,Nigeria,NGA,Severely endangered,3000,10.075,6.8499,
1950,Harsusi,Oman,OMN,Definitely endangered,3000,19.9372,56.2637,"Located on a gravel plain called the Jiddat al-Harasiis in the area of the town of Hayma in central Oman, northeast of Dhofar.  Spoken by the Harasis and the 'Ifar"
77,Hozo,Ethiopia,ETH,Definitely endangered,3000,9.3352,34.53,
874,Jemez,United States of America,USA,Vulnerable,3000,35.6151,-106.7242,"Jemez Pueblo, 45 miles northwest of Albuquerque, NM."
1322,Kamara,Ghana,GHA,Definitely endangered,3000,9.0858,-2.2576,
2338,Kapingamarangi,Micronesia (Federated States of),FSM,Severely endangered,3000,1.0828,154.8081,Kapingamarangi and Ponape
2680,Koitabu,Papua New Guinea,PNG,Vulnerable,3000,-9.346,147.1179,"West of Port Moresby, Central Province"
1408,Kuk,Cameroon,CMR,Definitely endangered,3000,6.4326,10.2365,
533,Lai,China,CHN,Definitely endangered,3000,24.4871,105.216,
1153,Limirong Tibetan,Nepal,NPL,Definitely endangered,3000,29.9164,81.7617,Humlā district
2175,Lishanid Noshan (Israel),Israel,ISR,Severely endangered,3000,31.7188,34.7772,All over the country.  Population originally immigrated from the province of Irbil in Iraqi Kurdistan
